Title,Genre,ReleaseYear,Rating,VoteCount,Duration
The Last Thing He Wanted,"['Crime', 'Drama', 'Mystery']",2020,4.3,16472,1.9166666666666667
Spree,"['Comedy', 'Crime', 'Horror']",2020,5.9,15947,1.55
Still Here,"['Crime', 'Drama', 'Thriller']",2020,5.5,993,1.65
The Comeback Trail,"['Comedy', 'Crime']",2020,5.7,10620,1.7333333333333334
Night in Paradise,"['Action', 'Crime', 'Drama']",2020,6.8,8386,2.183333333333333
Kajillionaire,"['Comedy', 'Crime', 'Drama']",2020,6.4,21388,1.7333333333333334
The Stronghold,"['Action', 'Crime', 'Thriller']",2020,6.9,12669,1.75
Ludo,"['Action', 'Comedy', 'Crime']",2020,7.6,42545,2.5
The Heist of the Century,"['Action', 'Biography', 'Comedy']",2020,7.1,9846,1.9
The Owners,"['Comedy', 'Crime', 'Horror']",2020,5.0,9224,1.5333333333333334
The Vanished,"['Action', 'Crime', 'Horror']",2020,5.7,11772,1.9166666666666667
Dangerous Lies,"['Crime', 'Mystery', 'Thriller']",2020,5.3,18324,1.6
Arkansas,"['Crime', 'Thriller']",2020,6.0,13829,1.95
American Murder: The Family Next Door,"['Documentary', 'Crime']",2020,7.2,31535,1.3833333333333333
One Night in Bangkok,"['Action', 'Crime', 'Drama']",2020,5.2,2425,1.75
New Order,"['Crime', 'Drama', 'Sci-Fi']",2020,6.5,9028,1.4333333333333333
Malang,"['Action', 'Crime', 'Drama']",2020,6.5,11640,2.25
Lost Bullet,"['Action', 'Crime', 'Thriller']",2020,6.3,13750,1.5333333333333334
Time to Hunt,"['Action', 'Crime', 'Drama']",2020,6.3,6573,2.2333333333333334
The Quarry,"['Crime', 'Mystery', 'Thriller']",2020,5.5,3556,1.6333333333333333
Rogue City,"['Action', 'Crime', 'Drama']",2020,6.1,9712,1.9333333333333333
The Lovebirds,"['Action', 'Comedy', 'Crime']",2020,6.1,27402,1.4333333333333333
All My Friends Are Dead,"['Comedy', 'Crime', 'Horror']",2020,5.8,7274,1.6
Supercool,"['Action', 'Comedy', 'Crime']",2021,5.3,1327,1.5333333333333334
Dune,"['Action', 'Adventure', 'Drama']",2021,8.0,727935,2.5833333333333335
Spider-Man: No Way Home,"['Action', 'Adventure', 'Fantasy']",2021,8.2,844741,2.466666666666667
The Suicide Squad,"['Action', 'Adventure', 'Comedy']",2021,7.2,392196,2.2
Eternals,"['Action', 'Adventure', 'Fantasy']",2021,6.3,373897,2.6
No Time to Die,"['Action', 'Adventure', 'Thriller']",2021,7.3,432887,2.716666666666667
Free Guy,"['Action', 'Adventure', 'Comedy']",2021,7.1,407972,1.9166666666666667
Godzilla vs. Kong,"['Action', 'Sci-Fi', 'Thriller']",2021,6.3,228256,1.8833333333333333
The Last Duel,"['Action', 'Drama', 'History']",2021,7.4,174172,2.533333333333333
Willy's Wonderland,"['Action', 'Comedy', 'Horror']",2021,5.5,36498,1.4666666666666666
Black Widow,"['Action', 'Adventure', 'Sci-Fi']",2021,6.7,413122,2.2333333333333334
Nobody,"['Action', 'Crime', 'Drama']",2021,7.4,309809,1.5333333333333334
Shang-Chi and the Legend of the Ten Rings,"['Action', 'Adventure', 'Fantasy']",2021,7.4,420859,2.2
The King's Man,"['Action', 'Adventure', 'Thriller']",2021,6.3,166400,2.183333333333333
Venom: Let There Be Carnage,"['Action', 'Sci-Fi', 'Thriller']",2021,5.9,251023,1.6166666666666667
The Matrix Resurrections,"['Action', 'Sci-Fi']",2021,5.7,271627,2.466666666666667
Zack Snyder's Justice League,"['Action', 'Adventure', 'Fantasy']",2021,7.9,427497,4.033333333333333
Mortal Kombat,"['Action', 'Adventure', 'Fantasy']",2021,6.0,186289,1.8333333333333333
Wrath of Man,"['Action', 'Crime', 'Thriller']",2021,7.1,199221,1.9833333333333334
The Tomorrow War,"['Action', 'Adventure', 'Drama']",2021,6.6,221340,2.3
Ferry,"['Action', 'Crime', 'Drama']",2021,7.0,12448,1.7666666666666666
Army of the Dead,"['Action', 'Crime', 'Drama']",2021,5.8,182641,2.466666666666667
F9: The Fast Saga,"['Action', 'Crime', 'Thriller']",2021,5.2,157044,2.3833333333333333
Red Notice,"['Action', 'Comedy', 'Thriller']",2021,6.3,307041,1.9666666666666666
Infinite,"['Action', 'Sci-Fi', 'Thriller']",2021,5.5,58875,1.7666666666666666
Small World,"['Action', 'Crime', 'Drama']",2021,5.6,809,1.95
PAW Patrol: The Movie,"['Animation', 'Action', 'Adventure']",2021,6.1,7942,1.4333333333333333
Those Who Wish Me Dead,"['Action', 'Drama', 'Thriller']",2021,6.0,68998,1.6666666666666667
Hitman's Wife's Bodyguard,"['Action', 'Comedy', 'Crime']",2021,6.1,104240,1.6666666666666667
Old Henry,"['Action', 'Drama', 'Western']",2021,7.3,33800,1.65
Raya and the Last Dragon,"['Animation', 'Action', 'Adventure']",2021,7.3,166090,1.7833333333333334
Jujutsu Kaisen 0,"['Animation', 'Action', 'Fantasy']",2021,7.8,31202,1.8666666666666667
The Harder They Fall,"['Action', 'Drama', 'Western']",2021,6.6,69398,2.316666666666667
Jungle Cruise,"['Action', 'Adventure', 'Comedy']",2021,6.6,206935,2.1166666666666667
Army of Thieves,"['Action', 'Comedy', 'Crime']",2021,6.4,85707,2.1166666666666667
Resident Evil: Welcome to Raccoon City,"['Action', 'Horror', 'Sci-Fi']",2021,5.2,61626,1.7833333333333334
Copshop,"['Action', 'Thriller']",2021,6.2,37304,1.7833333333333334
Kate,"['Action', 'Adventure', 'Crime']",2021,6.2,68586,1.7666666666666666
The Mitchells vs the Machines,"['Animation', 'Action', 'Adventure']",2021,7.6,122263,1.9
Last Looks,"['Action', 'Comedy', 'Mystery']",2021,5.8,10834,1.8333333333333333
The Misfits,"['Action', 'Adventure', 'Comedy']",2021,4.4,12670,1.5666666666666667
The Forever Purge,"['Action', 'Crime', 'Horror']",2021,5.4,41735,1.7166666666666666
Don't Breathe 2,"['Action', 'Crime', 'Horror']",2021,6.0,68890,1.6333333333333333
The Protégé,"['Action', 'Thriller']",2021,6.1,36938,1.8166666666666667
Escape Room: Tournament of Champions,"['Action', 'Adventure', 'Horror']",2021,5.7,57258,1.4666666666666666
Gunpowder Milkshake,"['Action', 'Crime', 'Thriller']",2021,6.1,49648,1.9
Night Teeth,"['Action', 'Crime', 'Drama']",2021,5.7,20826,1.7833333333333334
Midnight in the Switchgrass,"['Action', 'Crime', 'Mystery']",2021,4.5,9746,1.65
Halloween Kills,"['Action', 'Horror', 'Thriller']",2021,5.5,96058,1.75
Chaos Walking,"['Action', 'Adventure', 'Fantasy']",2021,5.7,54596,1.8166666666666667
The Marksman,"['Action', 'Drama', 'Thriller']",2021,5.7,41711,1.8
Ghostbusters: Afterlife,"['Adventure', 'Comedy', 'Fantasy']",2021,7.1,204705,2.066666666666667
Sing 2,"['Animation', 'Adventure', 'Comedy']",2021,7.4,81084,1.8333333333333333
Cruella,"['Adventure', 'Comedy', 'Crime']",2021,7.3,256322,2.2333333333333334
The Green Knight,"['Adventure', 'Drama', 'Fantasy']",2021,6.6,111891,2.1666666666666665
Luca,"['Animation', 'Adventure', 'Comedy']",2021,7.4,184247,1.5833333333333333
Finch,"['Adventure', 'Drama', 'Sci-Fi']",2021,6.9,93069,1.9166666666666667
Tom & Jerry,"['Animation', 'Adventure', 'Comedy']",2021,5.2,38727,1.6833333333333333
A Boy Called Christmas,"['Adventure', 'Drama', 'Family']",2021,6.7,24962,1.7666666666666666
Space Jam: A New Legacy,"['Animation', 'Adventure', 'Comedy']",2021,4.5,78334,1.9166666666666667
A Castle for Christmas,"['Adventure', 'Comedy', 'Drama']",2021,5.5,14495,1.6333333333333333
Land,"['Adventure', 'Drama']",2021,6.7,14885,1.4833333333333334
Vacation Friends,"['Adventure', 'Comedy']",2021,6.3,28165,1.7166666666666666
Cry Macho,"['Adventure', 'Drama']",2021,5.7,31725,1.7333333333333334
Voyagers,"['Adventure', 'Sci-Fi', 'Thriller']",2021,5.4,25096,1.8
The Ice Road,"['Action', 'Adventure', 'Thriller']",2021,5.6,45808,1.8166666666666667
The Colony,"['Action', 'Adventure', 'Sci-Fi']",2021,5.4,11591,1.7333333333333334
The Witcher: Nightmare of the Wolf,"['Animation', 'Action', 'Adventure']",2021,7.2,48929,1.3833333333333333
The Boss Baby 2: Family Business,"['Animation', 'Adventure', 'Comedy']",2021,5.9,21347,1.7833333333333334
Belle,"['Animation', 'Adventure', 'Drama']",2021,7.1,16001,2.0166666666666666
Clifford the Big Red Dog,"['Adventure', 'Comedy', 'Family']",2021,5.9,16338,1.6
Vivo,"['Animation', 'Adventure', 'Comedy']",2021,6.7,21077,1.5833333333333333
Edge of the World,"['Adventure', 'Drama']",2021,5.3,2573,1.7333333333333334
Stowaway,"['Adventure', 'Sci-Fi', 'Thriller']",2021,5.7,50446,1.9333333333333333
Snake Eyes,"['Action', 'Adventure', 'Crime']",2021,5.4,43454,2.0166666666666666
Awake,"['Action', 'Adventure', 'Drama']",2021,4.9,25094,1.6
Ron's Gone Wrong,"['Animation', 'Adventure', 'Comedy']",2021,7.0,38966,1.7833333333333334
Back to the Outback,"['Animation', 'Adventure', 'Comedy']",2021,6.5,9979,1.5833333333333333
The Addams Family 2,"['Animation', 'Adventure', 'Comedy']",2021,5.4,15078,1.55
Outside the Wire,"['Action', 'Adventure', 'Fantasy']",2021,5.4,44806,1.9
Encanto,"['Animation', 'Comedy', 'Family']",2021,7.2,249897,1.7
Mad God,"['Animation', 'Fantasy', 'Horror']",2021,6.8,13429,1.3833333333333333
Marcel the Shell with Shoes On,"['Animation', 'Comedy', 'Drama']",2021,7.7,23502,1.5
Rumble,"['Animation', 'Comedy', 'Family']",2021,5.9,8421,1.5833333333333333
Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,"['Animation', 'Action', 'Fantasy']",2021,8.9,23168,1.45
Injustice,"['Animation', 'Action', 'Adventure']",2021,6.4,15403,1.3
Evangelion: 3.0+1.01 Thrice Upon a Time,"['Animation', 'Action', 'Drama']",2021,8.0,13296,2.566666666666667
New Gods: Nezha Reborn,"['Animation', 'Action', 'Fantasy']",2021,6.8,3731,1.9666666666666666
Spirit Untamed,"['Animation', 'Adventure', 'Comedy']",2021,5.5,4488,1.4666666666666666
"Batman: The Long Halloween, Part One","['Animation', 'Action', 'Crime']",2021,7.2,19215,1.4166666666666667
My Little Pony: A New Generation,"['Animation', 'Adventure', 'Comedy']",2021,6.8,4363,1.5
America: The Motion Picture,"['Animation', 'Action', 'Adventure']",2021,5.6,7209,1.6333333333333333
Diary of a Wimpy Kid,"['Animation', 'Comedy', 'Drama']",2021,5.1,3904,0.9666666666666667
Flee,"['Documentary', 'Animation', 'Biography']",2021,7.9,18896,1.4833333333333334
Mortal Kombat Legends: Battle of the Realms,"['Animation', 'Action', 'Adventure']",2021,6.5,7914,1.3333333333333333
Batman: The Long Halloween,"['Animation', 'Action', 'Crime']",2021,7.5,2075,2.8
The Spine of Night,"['Animation', 'Action', 'Adventure']",2021,6.4,2677,1.55
"Batman: The Long Halloween, Part Two","['Animation', 'Action', 'Crime']",2021,7.2,16078,1.45
Extinct,"['Animation', 'Adventure', 'Comedy']",2021,5.5,3252,1.4
The Summit of the Gods,"['Animation', 'Adventure', 'Drama']",2021,7.5,8013,1.5833333333333333
Trollhunters: Rise of the Titans,"['Animation', 'Action', 'Adventure']",2021,6.6,5791,1.7333333333333334
Seal Team,"['Animation', 'Action', 'Comedy']",2021,5.6,1737,1.6833333333333333
Justice Society: World War II,"['Animation', 'Action', 'Adventure']",2021,6.4,8780,1.4
Inu-oh,"['Animation', 'Drama', 'Fantasy']",2021,7.1,2061,1.6333333333333333
Batman: Soul of the Dragon,"['Animation', 'Action', 'Adventure']",2021,6.1,7095,1.3833333333333333
The Deer King,"['Animation', 'Action', 'Adventure']",2021,6.4,860,1.8833333333333333
Monster Family 2,"['Animation', 'Comedy', 'Family']",2021,4.9,1082,1.7166666666666666
Pinocchio: A True Story,"['Animation', 'Family', 'Fantasy']",2021,3.4,1751,1.5666666666666667
Riverdance: The Animated Adventure,"['Animation', 'Adventure', 'Comedy']",2021,5.5,2291,1.5
Where Is Anne Frank,"['Animation', 'Drama', 'Family']",2021,6.4,1580,1.65
The Timekeepers of Eternity,"['Animation', 'Horror', 'Mystery']",2021,7.0,260,1.0666666666666667
Charlotte,"['Animation', 'Biography', 'Drama']",2021,6.4,435,1.5333333333333334
Cryptozoo,"['Animation', 'Fantasy']",2021,6.4,2060,1.5833333333333333
Sing a Bit of Harmony,"['Animation', 'Drama', 'Music']",2021,7.0,803,1.8166666666666667
Don't Look Up,"['Comedy', 'Drama', 'Sci-Fi']",2021,7.2,577426,2.3
CODA,"['Comedy', 'Drama', 'Music']",2021,8.0,155934,1.85
The Worst Person in the World,"['Comedy', 'Drama', 'Romance']",2021,7.7,88961,2.1333333333333333
Silent Night,"['Comedy', 'Drama']",2021,5.7,16946,1.5333333333333334
Licorice Pizza,"['Comedy', 'Drama', 'Romance']",2021,7.1,135203,2.216666666666667
The French Dispatch,"['Comedy', 'Drama', 'Romance']",2021,7.1,144595,1.7833333333333334
Love Hard,"['Comedy', 'Romance']",2021,6.3,58478,1.7333333333333334
The Hating Game,"['Comedy', 'Romance']",2021,6.2,23857,1.7
Red Rocket,"['Comedy', 'Drama']",2021,7.1,29832,2.1666666666666665
"tick, tick... BOOM!","['Biography', 'Comedy', 'Drama']",2021,7.5,116172,2.0
Cinderella,"['Comedy', 'Family', 'Fantasy']",2021,4.4,45300,1.8833333333333333
Home Sweet Home Alone,"['Comedy', 'Crime', 'Family']",2021,3.6,19162,1.55
Queenpins,"['Comedy', 'Crime']",2021,6.3,17308,1.8333333333333333
Chompy & The Girls,"['Comedy', 'Horror']",2021,5.4,762,1.4833333333333334
He's All That,"['Comedy', 'Romance']",2021,4.4,27735,1.4666666666666666
All Eyes Off Me,"['Comedy', 'Drama']",2021,5.8,403,1.4666666666666666
Coming 2 America,"['Comedy', 'Music']",2021,5.3,73860,1.8333333333333333
Single All the Way,"['Comedy', 'Drama', 'Romance']",2021,6.2,18450,1.65
Anaïs in Love,"['Comedy', 'Drama', 'Romance']",2021,6.4,1755,1.6333333333333333
The Kissing Booth 3,"['Comedy', 'Romance']",2021,4.8,20574,1.8666666666666667
8-Bit Christmas,"['Comedy', 'Family']",2021,6.7,19795,1.6166666666666667
Moxie,"['Comedy', 'Drama', 'Music']",2021,6.7,28030,1.85
Jolt,"['Action', 'Comedy', 'Crime']",2021,5.6,34331,1.5166666666666666
Yes Day,"['Comedy', 'Family']",2021,5.7,28593,1.4333333333333333
Black Friday,"['Comedy', 'Horror']",2021,4.7,7255,1.4
Girl in the Basement,"['Crime', 'Thriller']",2021,6.3,12246,1.4666666666666666
The Little Things,"['Crime', 'Drama', 'Mystery']",2021,6.3,119544,2.1333333333333333
West Side Story,"['Crime', 'Drama', 'Musical']",2021,7.2,92101,2.6
House of Gucci,"['Biography', 'Crime', 'Drama']",2021,6.6,153202,2.6333333333333333
Nightmare Alley,"['Crime', 'Drama', 'Thriller']",2021,7.0,159559,2.5
The Many Saints of Newark,"['Crime', 'Drama']",2021,6.3,60908,2.0
Malignant,"['Crime', 'Horror', 'Mystery']",2021,6.2,104479,1.85
Spiral,"['Crime', 'Horror', 'Mystery']",2021,5.2,65449,1.55
The Unforgivable,"['Crime', 'Drama']",2021,7.1,116624,1.8666666666666667
The Guilty,"['Crime', 'Drama', 'Thriller']",2021,6.3,142536,1.5
The Mauritanian,"['Biography', 'Crime', 'Drama']",2021,7.4,58847,2.15
Jai Bhim,"['Crime', 'Drama', 'Mystery']",2021,8.8,212505,2.7333333333333334
Stillwater,"['Crime', 'Drama', 'Mystery']",2021,6.6,52872,2.316666666666667
No Sudden Move,"['Crime', 'Drama', 'Mystery']",2021,6.4,39796,1.9166666666666667
Bull,"['Crime', 'Horror', 'Thriller']",2021,6.5,7337,1.4666666666666666
Cherry,"['Biography', 'Crime', 'Drama']",2021,6.6,36143,2.3666666666666667
The Woman in the Window,"['Crime', 'Drama', 'Mystery']",2021,5.7,81035,1.6666666666666667
The Card Counter,"['Crime', 'Drama', 'Thriller']",2021,6.2,41330,1.85
Clean,"['Action', 'Crime', 'Drama']",2021,5.6,10506,1.5666666666666667
See for Me,"['Crime', 'Drama', 'Horror']",2021,5.8,6209,1.5333333333333334
Wild Indian,"['Crime', 'Drama', 'Mystery']",2021,5.8,1616,1.5
New York Ninja,"['Action', 'Crime', 'Thriller']",2021,5.4,1507,1.55
My Son,"['Crime', 'Drama', 'Mystery']",2021,6.0,14057,1.5833333333333333
Lansky,"['Biography', 'Crime', 'Drama']",2021,6.2,9520,1.9833333333333334
Locked In,"['Crime', 'Drama', 'Thriller']",2021,4.2,902,1.5
Karen,"['Crime', 'Drama', 'Thriller']",2021,3.1,3080,1.4833333333333334
Rushed,"['Crime', 'Drama', 'Mystery']",2021,5.7,2817,1.6833333333333333
Beckett,"['Action', 'Crime', 'Drama']",2021,5.7,27892,1.8333333333333333
Nitram,"['Crime', 'Drama', 'Thriller']",2021,7.1,9682,1.8666666666666667
On the Count of Three,"['Comedy', 'Crime', 'Drama']",2021,7.0,8109,1.4333333333333333
Ride or Die,"['Crime', 'Drama', 'Romance']",2021,5.6,2387,2.3666666666666667
