Title,Genre,ReleaseYear,Rating,VoteCount,Duration
Kung Fu Yoga,"['Action', 'Adventure', 'Comedy']",2017,5.2,11102,1.7833333333333334
Resident Evil: Vendetta,"['Animation', 'Action', 'Adventure']",2017,6.2,15137,1.6166666666666667
Loving Vincent,"['Animation', 'Drama', 'Mystery']",2017,7.8,62077,1.5666666666666667
Batman and Harley Quinn,"['Animation', 'Action', 'Adventure']",2017,5.9,14865,1.2333333333333334
Animal Crackers,"['Animation', 'Adventure', 'Comedy']",2017,5.8,3883,1.75
The Breadwinner,"['Animation', 'Drama', 'Family']",2017,7.7,27668,1.5666666666666667
Starship Troopers: Traitor of Mars,"['Animation', 'Action', 'Sci-Fi']",2017,5.5,6258,1.4666666666666666
Godzilla: Planet of the Monsters,"['Animation', 'Action', 'Adventure']",2017,6.0,9142,1.4833333333333334
Son of Bigfoot,"['Animation', 'Adventure', 'Comedy']",2017,6.1,7866,1.5333333333333334
Gnome Alone,"['Animation', 'Adventure', 'Comedy']",2017,5.6,3940,1.4166666666666667
Monster Family,"['Animation', 'Comedy', 'Family']",2017,4.8,5314,1.55
Mary and the Witch's Flower,"['Animation', 'Adventure', 'Family']",2017,6.8,15608,1.7166666666666666
"The Night Is Short, Walk on Girl","['Animation', 'Adventure', 'Comedy']",2017,7.5,6046,1.5333333333333334
Pokémon the Movie: I Choose You!,"['Animation', 'Action', 'Adventure']",2017,6.3,7315,1.6333333333333333
Sahara,"['Animation', 'Adventure', 'Comedy']",2017,5.5,3010,1.4333333333333333
Kuso,"['Animation', 'Comedy', 'Drama']",2017,4.9,1864,1.5666666666666667
Blame!,"['Animation', 'Action', 'Drama']",2017,6.6,8841,1.7666666666666666
Lupin the Third: Goemon's Blood Spray,"['Animation', 'Action', 'Adventure']",2017,7.3,1009,0.9
The Big Bad Fox and Other Tales,"['Animation', 'Adventure', 'Comedy']",2017,7.4,3534,1.3833333333333333
Junk Head,"['Animation', 'Action', 'Adventure']",2017,7.4,1303,1.6666666666666667
The Jungle Bunch,"['Animation', 'Adventure', 'Comedy']",2017,5.3,1365,1.6166666666666667
Double Dutchess: Seeing Double,"['Animation', 'Drama', 'Fantasy']",2017,5.1,685,1.05
The Little Vampire 3D,"['Animation', 'Adventure', 'Comedy']",2017,5.5,1923,1.3833333333333333
The Nut Job 2: Nutty by Nature,"['Animation', 'Adventure', 'Comedy']",2017,5.5,7124,1.5166666666666666
"Tad, the Lost Explorer, and the Secret of King Midas","['Animation', 'Adventure', 'Comedy']",2017,6.2,3980,1.4166666666666667
Kizumonogatari Part 3: Reiketsu,"['Animation', 'Action', 'Drama']",2017,7.9,3131,1.3833333333333333
Todd and the Book of Pure Evil: The End of the End,"['Animation', 'Comedy', 'Horror']",2017,6.9,454,1.3333333333333333
Tehran Taboo,"['Animation', 'Drama']",2017,7.1,4871,1.6
CarGo,"['Animation', 'Adventure', 'Family']",2017,3.0,598,1.6
Return to Zootopia,"['Animation', 'Action', 'Adventure']",2017,7.2,194,2.0
Nephilim,"['Animation', 'Action', 'Fantasy']",2017,7.6,35,1.65
MFKZ,"['Animation', 'Action', 'Comedy']",2017,6.7,5034,1.5666666666666667
Genocidal Organ,"['Animation', 'Sci-Fi']",2017,6.4,1068,1.9166666666666667
Little Lizard - Fortnite the Movie,['Animation'],2018,7.2,65,1.3333333333333333
Fairy Tail: Dragon Cry,"['Animation', 'Action', 'Adventure']",2017,6.8,2382,1.4166666666666667
Genesis: Paradise Lost,"['Documentary', 'Animation']",2017,4.9,770,2.1666666666666665
Crayon Shin-Chan: Invasion!! Alien Shiriri,"['Animation', 'Adventure', 'Comedy']",2017,6.2,301,1.7166666666666666
Little Bird's Big Adventure,"['Animation', 'Adventure', 'Comedy']",2017,5.8,2253,1.4166666666666667
Lu Over the Wall,"['Animation', 'Adventure', 'Comedy']",2017,6.8,2607,1.8666666666666667
Lady Bird,"['Comedy', 'Drama']",2017,7.4,316961,1.5666666666666667
"Three Billboards Outside Ebbing, Missouri","['Comedy', 'Crime', 'Drama']",2017,8.1,540939,1.9166666666666667
The Upside,"['Comedy', 'Drama']",2017,7.0,61508,2.1
Pitch Perfect 3,"['Comedy', 'Music']",2017,5.8,70102,1.55
The Babysitter,"['Comedy', 'Horror']",2017,6.3,105328,1.4166666666666667
"I, Tonya","['Biography', 'Comedy', 'Drama']",2017,7.5,236082,1.9833333333333334
The Layover,"['Comedy', 'Romance']",2017,4.8,16379,1.4666666666666666
The Death of Stalin,"['Comedy', 'Drama', 'History']",2017,7.2,110494,1.7833333333333334
The Disaster Artist,"['Biography', 'Comedy', 'Drama']",2017,7.3,161661,1.7333333333333334
Happy Death Day,"['Comedy', 'Horror', 'Mystery']",2017,6.6,158172,1.6
The Square,"['Comedy', 'Drama']",2017,7.1,75207,2.5166666666666666
Fist Fight,['Comedy'],2017,5.6,45046,1.5166666666666666
Daddy's Home 2,['Comedy'],2017,6.0,79985,1.6666666666666667
A Christmas Prince,"['Comedy', 'Family', 'Romance']",2017,5.8,21098,1.5333333333333334
A Bad Moms Christmas,['Comedy'],2017,5.6,55956,1.7333333333333334
Going in Style,"['Comedy', 'Crime']",2017,6.6,90038,1.6
The Big Sick,"['Comedy', 'Drama', 'Romance']",2017,7.5,141563,2.0
T2 Trainspotting,"['Comedy', 'Crime', 'Drama']",2017,7.2,130816,1.95
Home Again,"['Comedy', 'Drama', 'Romance']",2017,5.8,34379,1.6166666666666667
The House,"['Comedy', 'Crime']",2017,5.6,46322,1.4666666666666666
Flower,"['Comedy', 'Drama']",2017,6.0,10208,1.5
Rough Night,['Comedy'],2017,5.2,54937,1.6833333333333333
The Little Hours,"['Comedy', 'Romance']",2017,5.8,24889,1.5
The Man Who Invented Christmas,"['Biography', 'Comedy', 'Drama']",2017,7.0,17756,1.7333333333333334
Unicorn Store,"['Comedy', 'Drama', 'Fantasy']",2017,5.6,20536,1.5333333333333334
I Don't Feel at Home in This World Anymore,"['Comedy', 'Crime', 'Drama']",2017,6.9,62776,1.55
Christmas Inheritance,"['Comedy', 'Drama', 'Romance']",2017,5.7,12850,1.7333333333333334
War Machine,"['Comedy', 'Drama', 'War']",2017,6.0,49377,2.033333333333333
Battle of the Sexes,"['Biography', 'Comedy', 'Drama']",2017,6.7,58796,2.0166666666666666
Murder on the Orient Express,"['Crime', 'Drama', 'Mystery']",2017,6.5,283125,1.9
Wind River,"['Crime', 'Drama', 'Mystery']",2017,7.7,272174,1.7833333333333334
Good Time,"['Crime', 'Drama', 'Thriller']",2017,7.3,135168,1.7
The Snowman,"['Crime', 'Drama', 'Mystery']",2017,5.1,70144,1.9833333333333334
Molly's Game,"['Biography', 'Crime', 'Drama']",2017,7.4,183494,2.3333333333333335
Shot Caller,"['Crime', 'Drama', 'Thriller']",2017,7.3,93947,2.0166666666666666
"Roman J. Israel, Esq.","['Crime', 'Drama', 'Thriller']",2017,6.5,42073,2.033333333333333
All the Money in the World,"['Biography', 'Crime', 'Drama']",2017,6.8,89310,2.2
You Were Never Really Here,"['Crime', 'Drama', 'Thriller']",2017,6.7,125459,1.4833333333333334
Hot Summer Nights,"['Crime', 'Drama', 'Romance']",2017,6.4,22475,1.7833333333333334
Forgotten,"['Crime', 'Mystery', 'Thriller']",2017,7.4,43264,1.8
Death Note,"['Crime', 'Drama', 'Fantasy']",2017,4.6,89243,1.6833333333333333
Crooked House,"['Crime', 'Drama', 'Mystery']",2017,6.3,26635,1.9166666666666667
1922,"['Crime', 'Drama', 'Horror']",2017,6.2,70099,1.7
The Book of Henry,"['Crime', 'Drama', 'Thriller']",2017,6.6,29072,1.75
The Outlaws,"['Action', 'Crime', 'Thriller']",2017,7.2,11504,2.0166666666666666
Leatherface,"['Crime', 'Horror', 'Thriller']",2017,5.0,27088,1.5
Raees,"['Action', 'Crime', 'Drama']",2017,6.6,49513,2.3833333333333333
Kidnap,"['Action', 'Crime', 'Thriller']",2017,5.9,38606,1.5833333333333333
Mommy Dead and Dearest,"['Documentary', 'Crime']",2017,7.4,10944,1.3666666666666667
Detroit,"['Crime', 'Drama', 'History']",2017,7.3,55319,2.3833333333333333
CHIPS,"['Action', 'Comedy', 'Crime']",2017,6.0,50171,1.6666666666666667
Suburbicon,"['Comedy', 'Crime', 'Drama']",2017,5.8,46588,1.75
Creep 2,"['Crime', 'Drama', 'Horror']",2017,6.4,31317,1.3
See You Up There,"['Comedy', 'Crime', 'Drama']",2017,7.4,10697,1.95
Super Dark Times,"['Crime', 'Drama', 'Horror']",2017,6.6,25189,1.7166666666666666
The Villainess,"['Action', 'Crime', 'Drama']",2017,6.6,16353,2.066666666666667
Thoroughbreds,"['Comedy', 'Crime', 'Drama']",2017,6.6,45697,1.5333333333333334
A Prayer Before Dawn,"['Action', 'Biography', 'Crime']",2017,6.8,25653,1.9333333333333333
Spider-Man: Into the Spider-Verse,"['Animation', 'Action', 'Adventure']",2018,8.4,641463,1.95
Red Sparrow,"['Action', 'Drama', 'Thriller']",2018,6.6,197574,2.3333333333333335
Avengers: Infinity War,"['Action', 'Adventure', 'Sci-Fi']",2018,8.4,1167890,2.4833333333333334
Mission: Impossible - Fallout,"['Action', 'Adventure', 'Thriller']",2018,7.7,368643,2.45
Deadpool 2,"['Action', 'Adventure', 'Comedy']",2018,7.6,624992,1.9833333333333334
The Equalizer 2,"['Action', 'Crime', 'Thriller']",2018,6.7,186153,2.0166666666666666
Venom,"['Action', 'Adventure', 'Sci-Fi']",2018,6.6,523806,1.8666666666666667
Black Panther,"['Action', 'Adventure', 'Sci-Fi']",2018,7.3,821040,2.2333333333333334
Ready Player One,"['Action', 'Adventure', 'Sci-Fi']",2018,7.4,469084,2.3333333333333335
Aquaman,"['Action', 'Adventure', 'Fantasy']",2018,6.8,505538,2.3833333333333333
Believer,"['Action', 'Crime', 'Thriller']",2018,6.6,3753,2.05
The Meg,"['Action', 'Horror', 'Sci-Fi']",2018,5.6,201735,1.8833333333333333
Tomb Raider,"['Action', 'Adventure', 'Fantasy']",2018,6.3,223501,1.9833333333333334
Ocean's Eight,"['Action', 'Comedy', 'Crime']",2018,6.3,236310,1.8333333333333333
Sicario: Day of the Soldado,"['Action', 'Crime', 'Drama']",2018,7.1,161785,2.033333333333333
Mortal Engines,"['Action', 'Adventure', 'Fantasy']",2018,6.1,135881,2.1333333333333333
Incredibles 2,"['Animation', 'Action', 'Adventure']",2018,7.6,321119,1.9666666666666666
The VelociPastor,"['Action', 'Adventure', 'Comedy']",2018,5.1,8176,1.25
Upgrade,"['Action', 'Sci-Fi', 'Thriller']",2018,7.5,200587,1.6666666666666667
Mandy,"['Action', 'Fantasy', 'Horror']",2018,6.5,86695,2.0166666666666666
Pacific Rim: Uprising,"['Action', 'Adventure', 'Sci-Fi']",2018,5.6,124521,1.85
Jurassic World: Fallen Kingdom,"['Action', 'Adventure', 'Sci-Fi']",2018,6.1,336453,2.1333333333333333
Solo: A Star Wars Story,"['Action', 'Adventure', 'Sci-Fi']",2018,6.9,370940,2.25
Robin Hood,"['Action', 'Adventure', 'Drama']",2018,5.3,78159,1.9333333333333333
The Predator,"['Action', 'Adventure', 'Horror']",2018,5.3,140809,1.7833333333333334
Bumblebee,"['Action', 'Adventure', 'Sci-Fi']",2018,6.7,183722,1.9
The Darkest Minds,"['Action', 'Adventure', 'Drama']",2018,5.7,35331,1.7333333333333334
Game Night,"['Action', 'Adventure', 'Comedy']",2018,6.9,250663,1.6666666666666667
Tag,"['Action', 'Comedy']",2018,6.5,143505,1.6666666666666667
The Girl in the Spider's Web,"['Action', 'Adventure', 'Crime']",2018,6.1,50668,1.9166666666666667
Ant-Man and the Wasp,"['Action', 'Adventure', 'Comedy']",2018,7.0,438811,1.9666666666666666
12 Strong,"['Action', 'Drama', 'History']",2018,6.5,89759,2.1666666666666665
Den of Thieves,"['Action', 'Crime', 'Drama']",2018,7.0,120600,2.3333333333333335
Hunter Killer,"['Action', 'Thriller']",2018,6.6,69764,2.0166666666666666
Maze Runner: The Death Cure,"['Action', 'Adventure', 'Sci-Fi']",2018,6.2,156218,2.3833333333333333
Hotel Mumbai,"['Action', 'Drama', 'History']",2018,7.6,68934,2.05
Outlaw King,"['Action', 'Biography', 'Drama']",2018,6.9,78664,2.0166666666666666
Overlord,"['Action', 'Horror', 'Sci-Fi']",2018,6.6,104919,1.8333333333333333
Rampage,"['Action', 'Adventure', 'Sci-Fi']",2018,6.1,181013,1.7833333333333334
The Cloverfield Paradox,"['Action', 'Horror', 'Sci-Fi']",2018,5.5,111060,1.7
Creed II,"['Action', 'Drama', 'Sport']",2018,7.1,151523,2.1666666666666665
Night Hunter,"['Action', 'Thriller']",2018,5.9,25988,1.6333333333333333
Dragged Across Concrete,"['Action', 'Crime', 'Drama']",2018,6.9,53404,2.65
Death Wish,"['Action', 'Crime', 'Drama']",2018,6.3,75162,1.7833333333333334
Peppermint,"['Action', 'Thriller']",2018,6.5,69293,1.6833333333333333
The Commuter,"['Action', 'Mystery', 'Thriller']",2018,6.3,122827,1.7333333333333334
Alpha,"['Action', 'Adventure', 'Drama']",2018,6.6,65424,1.6
Hold the Dark,"['Action', 'Crime', 'Drama']",2018,5.6,39668,2.0833333333333335
Adrift,"['Action', 'Adventure', 'Biography']",2018,6.6,60497,1.6
The Witch: Part 1 - The Subversion,"['Action', 'Mystery', 'Sci-Fi']",2018,7.1,16447,2.0833333333333335
Annihilation,"['Adventure', 'Drama', 'Horror']",2018,6.8,351907,1.9166666666666667
The Christmas Chronicles,"['Adventure', 'Comedy', 'Family']",2018,7.0,79341,1.7333333333333334
Peter Rabbit,"['Adventure', 'Comedy', 'Crime']",2018,6.6,46730,1.5833333333333333
Fantastic Beasts: The Crimes of Grindelwald,"['Adventure', 'Family', 'Fantasy']",2018,6.5,301604,2.2333333333333334
The Nutcracker and the Four Realms,"['Adventure', 'Family', 'Fantasy']",2018,5.6,36068,1.65
Mary Poppins Returns,"['Adventure', 'Comedy', 'Family']",2018,6.7,93419,2.1666666666666665
The Nightingale,"['Adventure', 'Drama', 'Thriller']",2018,7.3,34354,2.2666666666666666
Ralph Breaks the Internet,"['Animation', 'Adventure', 'Comedy']",2018,7.0,177034,1.8666666666666667
Isle of Dogs,"['Animation', 'Adventure', 'Comedy']",2018,7.8,185716,1.6833333333333333
Prospect,"['Adventure', 'Drama', 'Sci-Fi']",2018,6.3,32919,1.6666666666666667
Smallfoot,"['Animation', 'Adventure', 'Comedy']",2018,6.6,42145,1.6
Hotel Transylvania 3: Summer Vacation,"['Animation', 'Adventure', 'Comedy']",2018,6.3,82450,1.6166666666666667
Sherlock Gnomes,"['Animation', 'Adventure', 'Comedy']",2018,5.2,13679,1.4333333333333333
Christopher Robin,"['Adventure', 'Comedy', 'Drama']",2018,7.2,82800,1.7333333333333334
The Spy Who Dumped Me,"['Action', 'Adventure', 'Comedy']",2018,6.0,81696,1.95
Free Solo,"['Documentary', 'Adventure', 'Sport']",2018,8.1,74985,1.6666666666666667
Mowgli: Legend of the Jungle,"['Adventure', 'Drama', 'Fantasy']",2018,6.5,64868,1.7333333333333334
Johnny English Strikes Again,"['Action', 'Adventure', 'Comedy']",2018,6.2,81162,1.4833333333333334
A Wrinkle in Time,"['Adventure', 'Drama', 'Family']",2018,4.3,47178,1.8166666666666667
Leave No Trace,"['Adventure', 'Drama']",2018,7.1,63855,1.8166666666666667
Skyscraper,"['Action', 'Adventure', 'Thriller']",2018,5.8,131036,1.7
The Hurricane Heist,"['Action', 'Adventure', 'Crime']",2018,5.1,22000,1.7166666666666666
The Man Who Killed Don Quixote,"['Adventure', 'Comedy', 'Drama']",2018,6.3,21653,2.2
Goosebumps 2: Haunted Halloween,"['Adventure', 'Comedy', 'Fantasy']",2018,5.6,23278,1.5
The Grinch,"['Animation', 'Comedy', 'Family']",2018,6.4,81264,1.4166666666666667
I Want to Eat Your Pancreas,"['Animation', 'Drama', 'Family']",2018,8.0,22153,1.8166666666666667
Early Man,"['Animation', 'Adventure', 'Comedy']",2018,6.1,23383,1.4833333333333334
Cats,"['Animation', 'Adventure', 'Comedy']",2018,4.8,1530,1.45
Teen Titans GO! To the Movies,"['Animation', 'Action', 'Adventure']",2018,6.7,21193,1.4
Next Gen,"['Animation', 'Action', 'Adventure']",2018,6.6,18937,1.7666666666666666
Maquia: When the Promised Flower Blooms,"['Animation', 'Adventure', 'Drama']",2018,7.4,7894,1.9166666666666667
Batman: Gotham by Gaslight,"['Animation', 'Action', 'Adventure']",2018,6.7,18590,1.3
Charming,"['Animation', 'Adventure', 'Comedy']",2018,5.6,3859,1.4166666666666667
Dragon Ball Super: Broly,"['Animation', 'Action', 'Adventure']",2018,7.7,30626,1.6666666666666667
Constantine: City of Demons - The Movie,"['Animation', 'Action', 'Fantasy']",2018,7.3,8963,1.5
The Wolf House,"['Animation', 'Drama', 'Horror']",2018,7.5,4508,1.25
Mirai,"['Animation', 'Adventure', 'Drama']",2018,7.0,17568,1.6333333333333333
Batman Ninja,"['Animation', 'Action', 'Sci-Fi']",2018,5.6,21637,1.4166666666666667
Asterix: The Secret of the Magic Potion,"['Animation', 'Adventure', 'Comedy']",2018,6.7,10949,1.45
My Hero Academia: Two Heroes,"['Animation', 'Action', 'Adventure']",2018,7.3,12014,1.6
Duck Duck Goose,"['Animation', 'Adventure', 'Comedy']",2018,5.7,3962,1.5166666666666666
Attack on Titan: The Roar of Awakening,"['Animation', 'Action', 'Fantasy']",2018,8.4,5989,2.0
Checkered Ninja,"['Animation', 'Action', 'Adventure']",2018,7.1,6081,1.3833333333333333
Godzilla: The Planet Eater,"['Animation', 'Action', 'Adventure']",2018,5.1,4611,1.5166666666666666
The Stolen Princess,"['Animation', 'Comedy', 'Family']",2018,6.0,2843,1.4166666666666667
Elliot the Littlest Reindeer,"['Animation', 'Family']",2018,5.0,1192,1.4833333333333334
Spy Cat,"['Animation', 'Adventure', 'Comedy']",2018,5.5,1255,1.5333333333333334
White Fang,"['Animation', 'Adventure', 'Drama']",2018,6.9,4017,1.4166666666666667
Chuck Steel: Night of the Trampires,"['Animation', 'Action', 'Comedy']",2018,6.8,518,1.5
Penguin Highway,"['Animation', 'Adventure', 'Family']",2018,7.1,3622,1.95
"Ruben Brandt, Collector","['Animation', 'Action', 'Crime']",2018,7.4,8146,1.6
Luis and the Aliens,"['Animation', 'Adventure', 'Comedy']",2018,6.0,2830,1.4333333333333333
Flavors of Youth,"['Animation', 'Drama', 'Romance']",2018,6.6,8351,1.2333333333333334
Godzilla: City on the Edge of Battle,"['Animation', 'Action', 'Adventure']",2018,5.8,5313,1.6833333333333333
The Tower,"['Animation', 'Drama']",2018,7.1,582,1.2333333333333334
Sgt. Stubby: An American Hero,"['Animation', 'Adventure', 'Family']",2018,6.9,2495,1.4
The Seven Deadly Sins: Prisoners of the Sky,"['Animation', 'Action', 'Adventure']",2018,7.0,5321,1.65
The Legend of Muay Thai: 9 Satra,"['Animation', 'Action', 'Adventure']",2018,7.3,1645,1.7
The Testament of Sister New Devil: Departures,"['Animation', 'Action', 'Fantasy']",2018,6.8,272,1.0
3 Bahadur: Rise of the Warriors,"['Animation', 'Action', 'Adventure']",2018,8.1,102,1.5666666666666667
Okko's Inn,"['Animation', 'Adventure', 'Drama']",2018,7.1,2237,1.5666666666666667
The Snow Queen 4: Mirrorlands,"['Animation', 'Adventure', 'Comedy']",2018,5.6,589,1.4
Maya the Bee: The Honey Games,"['Animation', 'Adventure', 'Comedy']",2018,5.5,990,1.4166666666666667
Minuscule - Mandibles from Far Away,"['Animation', 'Adventure', 'Comedy']",2018,6.8,1736,1.5333333333333334
Kung Food,"['Animation', 'Action', 'Adventure']",2018,6.2,111,1.65
Rafadan Tayfa Dehliz Macerasi,"['Animation', 'Adventure']",2018,6.3,320,1.3833333333333333
The Ballad of Buster Scruggs,"['Comedy', 'Drama', 'Musical']",2018,7.3,162735,2.216666666666667
Green Book,"['Biography', 'Comedy', 'Drama']",2018,8.2,542968,2.1666666666666665
BlacKkKlansman,"['Biography', 'Comedy', 'Crime']",2018,7.5,283539,2.25
Crazy Rich Asians,"['Comedy', 'Drama', 'Romance']",2018,6.9,185091,2.0
Status Update,"['Comedy', 'Fantasy', 'Romance']",2018,5.8,5908,1.7666666666666666
The Kissing Booth,"['Comedy', 'Romance']",2018,5.9,90643,1.75
The Favourite,"['Biography', 'Comedy', 'Drama']",2018,7.5,214850,1.9833333333333334
A Simple Favor,"['Comedy', 'Crime', 'Mystery']",2018,6.8,158835,1.95
Mid90s,"['Comedy', 'Drama']",2018,7.3,75215,1.4166666666666667
Instant Family,"['Comedy', 'Drama']",2018,7.3,116108,1.9666666666666666
Book Club,"['Comedy', 'Drama', 'Romance']",2018,6.1,31671,1.7333333333333334
Vice,"['Biography', 'Comedy', 'Drama']",2018,7.2,158309,2.2
Forever My Girl,"['Comedy', 'Drama', 'Music']",2018,6.6,20558,1.8
Mamma Mia! Here We Go Again,"['Comedy', 'Musical', 'Romance']",2018,6.6,105056,1.9
Life of the Party,['Comedy'],2018,5.6,38801,1.75
MILF,['Comedy'],2018,4.8,7078,1.6833333333333333
Set It Up,"['Comedy', 'Romance']",2018,6.5,60717,1.75
To All the Boys I've Loved Before,"['Comedy', 'Drama', 'Romance']",2018,7.0,119919,1.65
Sorry to Bother You,"['Comedy', 'Drama', 'Fantasy']",2018,6.9,86292,1.8666666666666667
"Love, Simon","['Comedy', 'Drama']",2018,7.5,122848,1.8333333333333333
Little Italy,"['Comedy', 'Romance']",2018,5.7,16847,1.7
Driven,"['Biography', 'Comedy', 'Crime']",2018,6.4,8058,1.8833333333333333
The Princess Switch,"['Comedy', 'Drama', 'Family']",2018,6.1,30321,1.6833333333333333
Terminal,"['Action', 'Comedy', 'Crime']",2018,5.3,24511,1.5833333333333333
The House with a Clock in Its Walls,"['Comedy', 'Family', 'Fantasy']",2018,6.1,54523,1.75
The Miseducation of Cameron Post,"['Comedy', 'Drama']",2018,6.6,24980,1.5166666666666666
Welcome to Marwen,"['Biography', 'Comedy', 'Drama']",2018,6.2,25449,1.9333333333333333
Tully,"['Comedy', 'Drama', 'Mystery']",2018,6.9,62197,1.5833333333333333
Blockers,"['Comedy', 'Drama']",2018,6.2,83603,1.7
Eighth Grade,"['Comedy', 'Drama']",2018,7.4,81049,1.55
Bad Times at the El Royale,"['Crime', 'Drama', 'Mystery']",2018,7.1,160829,2.35
Widows,"['Crime', 'Drama', 'Thriller']",2018,6.8,102685,2.15
The House That Jack Built,"['Crime', 'Drama', 'Horror']",2018,6.8,87786,2.533333333333333
Under the Silver Lake,"['Crime', 'Drama', 'Mystery']",2018,6.5,49014,2.316666666666667
Halloween,"['Crime', 'Horror', 'Thriller']",2018,6.5,166406,1.7666666666666666
The Mule,"['Crime', 'Drama', 'Thriller']",2018,7.0,148541,1.9333333333333333
The Hate U Give,"['Crime', 'Drama']",2018,7.5,39276,2.216666666666667
White Boy Rick,"['Crime', 'Drama']",2018,6.5,41425,1.85
Gotti,"['Biography', 'Crime', 'Drama']",2018,4.8,16719,1.8666666666666667
Shoplifters,"['Crime', 'Drama', 'Thriller']",2018,7.9,83555,2.0166666666666666
Little Woods,"['Crime', 'Drama', 'Western']",2018,6.2,3984,1.75
Skin,"['Biography', 'Crime', 'Drama']",2018,6.8,17915,1.9666666666666666
The Clovehitch Killer,"['Crime', 'Drama', 'Mystery']",2018,6.5,32733,1.8166666666666667
Anon,"['Crime', 'Mystery', 'Sci-Fi']",2018,6.1,47701,1.6666666666666667
Destroyer,"['Action', 'Crime', 'Drama']",2018,6.2,31231,2.0166666666666666
22 July,"['Crime', 'Drama', 'History']",2018,6.8,36664,2.3833333333333333
City of Lies,"['Biography', 'Crime', 'Drama']",2018,6.5,18180,1.8666666666666667
Hotel Artemis,"['Action', 'Crime', 'Drama']",2018,6.1,57168,1.5666666666666667
The Outsider,"['Action', 'Crime', 'Drama']",2018,6.2,28351,2.0
Border,"['Crime', 'Drama', 'Fantasy']",2018,7.0,33421,1.8333333333333333
Andhadhun,"['Crime', 'Mystery', 'Thriller']",2018,8.2,99855,2.316666666666667
Assassination Nation,"['Action', 'Comedy', 'Crime']",2018,6.0,21254,1.8
The Night Comes for Us,"['Action', 'Crime', 'Thriller']",2018,6.9,28567,2.0166666666666666
London Fields,"['Crime', 'Mystery', 'Thriller']",2018,3.9,11899,1.9666666666666666
Blindspotting,"['Comedy', 'Crime', 'Drama']",2018,7.4,32339,1.5833333333333333
The Happytime Murders,"['Action', 'Comedy', 'Crime']",2018,5.5,29919,1.5166666666666666
The Old Man & the Gun,"['Biography', 'Comedy', 'Crime']",2018,6.7,48881,1.55
Holmes & Watson,"['Comedy', 'Crime', 'Mystery']",2018,3.9,38612,1.5
King of Thieves,"['Biography', 'Crime', 'Drama']",2018,5.5,16104,1.8
Unstoppable,"['Action', 'Crime', 'Thriller']",2018,6.6,4618,1.9333333333333333
American Animals,"['Biography', 'Crime', 'Drama']",2018,7.0,48153,1.9333333333333333
Accident Man,"['Action', 'Adventure', 'Comedy']",2018,6.2,12489,1.75
A Vigilante,"['Crime', 'Drama', 'Mystery']",2018,5.7,10103,1.5166666666666666
Can You Ever Forgive Me?,"['Biography', 'Comedy', 'Crime']",2018,7.1,55271,1.7666666666666666
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']",2019,6.8,597644,2.05
Avengers: Endgame,"['Action', 'Adventure', 'Drama']",2019,8.4,1227943,3.0166666666666666
Cold Pursuit,"['Action', 'Comedy', 'Crime']",2019,6.2,75766,1.9833333333333334
1917,"['Action', 'Drama', 'War']",2019,8.2,650572,1.9833333333333334
The Gentlemen,"['Action', 'Crime']",2019,7.8,375748,1.8833333333333333
Terminator: Dark Fate,"['Action', 'Adventure', 'Sci-Fi']",2019,6.2,189435,2.1333333333333333
Godzilla: King of the Monsters,"['Action', 'Adventure', 'Fantasy']",2019,6.0,196928,2.2
Ford v Ferrari,"['Action', 'Biography', 'Drama']",2019,8.1,444649,2.533333333333333
Ready or Not,"['Action', 'Comedy', 'Horror']",2019,6.9,174485,1.5833333333333333
"The Gangster, the Cop, the Devil","['Action', 'Crime', 'Thriller']",2019,6.9,20590,1.8166666666666667
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']",2019,7.4,411304,2.1666666666666665
Star Wars: Episode IX - The Rise of Skywalker,"['Action', 'Adventure', 'Fantasy']",2019,6.4,481010,2.35
Triple Frontier,"['Action', 'Thriller']",2019,6.5,141083,2.0833333333333335
Code 8,"['Action', 'Crime', 'Drama']",2019,6.1,43375,1.6333333333333333
Anna,"['Action', 'Thriller']",2019,6.6,90522,1.9666666666666666
Spider-Man: Far from Home,"['Action', 'Adventure', 'Comedy']",2019,7.4,537934,2.15
Alita: Battle Angel,"['Action', 'Adventure', 'Sci-Fi']",2019,7.3,286905,2.033333333333333
The Blackout,"['Action', 'Sci-Fi', 'Thriller']",2019,6.0,10348,2.1166666666666667
Jumanji: The Next Level,"['Action', 'Adventure', 'Comedy']",2019,6.7,273108,2.05
Shazam!,"['Action', 'Adventure', 'Comedy']",2019,7.0,375908,2.2
Fast & Furious Presents: Hobbs & Shaw,"['Action', 'Adventure', 'Thriller']",2019,6.5,230175,2.283333333333333
Dark Phoenix,"['Action', 'Adventure', 'Sci-Fi']",2019,5.7,199971,1.8833333333333333
6 Underground,"['Action', 'Thriller']",2019,6.1,191752,2.1333333333333333
Polar,"['Action', 'Thriller']",2019,6.3,96744,1.9666666666666666
Men in Black: International,"['Action', 'Adventure', 'Comedy']",2019,5.6,143602,1.9
Midway,"['Action', 'Drama', 'History']",2019,6.7,92326,2.3
Hellboy,"['Action', 'Adventure', 'Fantasy']",2019,5.2,96150,2.0
The Outpost,"['Action', 'Drama', 'History']",2019,6.8,39010,2.05
